injection_OBJ_ID,injection_API,injection_lat,injection_lon,production_OBJ_ID,production_API,production_lat,production_lon,distance_miles,OBJ_ID,prod_change,distance_band
7521,34005200000000.0,40.88728253,-82.16039625,7048,34005200000000.0,40.854583,-82.151821,2.3033402597126376,7048,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,7717,34005200000000.0,40.899204,-82.152719,0.9161202015443084,7717,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,10112,34005600000000.0,40.899494,-82.153333,0.9208671857148697,10112,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,6275,34005200000000.0,40.893731,-82.159179,0.4500647576548056,6275,13.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,6655,34005200000000.0,40.839402,-82.150987,3.3445980774117294,6655,0.0,3–5
7521,34005200000000.0,40.88728253,-82.16039625,6544,34005200000000.0,40.894101,-82.150029,0.7177596862960438,6544,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,232252,34169200000000.0,40.893765,-82.098438,3.2670818210048314,232252,0.0,3–5
7521,34005200000000.0,40.88728253,-82.16039625,7680,34005200000000.0,40.896176,-82.147146,0.9255103602444337,7680,-1.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,6774,34005200000000.0,40.896992,-82.150057,0.861218170400812,6774,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,6945,34005200000000.0,40.892177,-82.150727,0.6078204157562417,6945,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,6697,34005200000000.0,40.898066,-82.143211,1.1665418275118267,6697,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,6540,34005200000000.0,40.881029,-82.14965,0.7083904437442623,6540,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,6940,34005200000000.0,40.878555,-82.143135,1.0847580665852177,6940,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,6596,34005200000000.0,40.874155,-82.12578,2.023087063354255,6596,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,10087,34005600000000.0,40.899008,-82.1287,1.8431139077850378,10087,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,232303,34169200000000.0,40.858535,-82.107321,3.4109825369654185,232303,0.0,3–5
7521,34005200000000.0,40.88728253,-82.16039625,233341,34169200000000.0,40.898339,-82.100885,3.2008142009733493,233341,0.0,3–5
7521,34005200000000.0,40.88728253,-82.16039625,5894,34005200000000.0,40.861186,-82.14414,1.993128448466227,5894,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,9993,34005600000000.0,40.898073,-82.148247,0.9790449596007648,9993,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,6745,34005200000000.0,40.89287,-82.150347,0.6515859217191137,6745,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,5405,34005200000000.0,40.859752,-82.148399,2.0028082662143456,5405,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,10456,34005600000000.0,40.89699,-82.147612,0.9464406167955876,10456,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,233862,34169200000000.0,40.854967,-82.100061,3.8630267938805014,233862,0.0,3–5
7521,34005200000000.0,40.88728253,-82.16039625,10050,34005600000000.0,40.852744,-82.14728,2.4828593604940417,10050,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,6555,34005200000000.0,40.897774,-82.144794,1.090675085105751,6555,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,237058,34169600000000.0,40.8945,-82.115829,2.380661957090564,237058,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,10128,34005600000000.0,40.844461,-82.147602,3.033301569442652,10128,0.0,3–5
7521,34005200000000.0,40.88728253,-82.16039625,6549,34005200000000.0,40.895023,-82.148024,0.8388343009678194,6549,0.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,8527,34005200000000.0,40.897532,-82.148098,0.9561011113615122,8527,-1.0,0–1
7521,34005200000000.0,40.88728253,-82.16039625,7259,34005200000000.0,40.900499,-82.138198,1.4758493872746714,7259,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,7712,34005200000000.0,40.900549,-82.147249,1.145315016902807,7712,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,9898,34005600000000.0,40.92842,-82.250975,5.518249412019407,9898,0.0,5–10
7521,34005200000000.0,40.88728253,-82.16039625,9802,34005600000000.0,40.907967,-82.266218,5.708537136331665,9802,0.0,5–10
7521,34005200000000.0,40.88728253,-82.16039625,9801,34005600000000.0,40.906054,-82.249644,4.838282885255076,9801,0.0,3–5
7521,34005200000000.0,40.88728253,-82.16039625,9342,34005600000000.0,40.9354,-82.183976,3.5452983083500937,9342,0.0,3–5
7521,34005200000000.0,40.88728253,-82.16039625,6371,34005200000000.0,40.909539,-82.188528,2.1268277643670634,6371,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,6216,34005200000000.0,40.920471,-82.181257,2.5387400600506678,6216,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,5005,34005200000000.0,40.942203,-82.229953,5.252571589375736,5005,0.0,5–10
7521,34005200000000.0,40.88728253,-82.16039625,6009,34005200000000.0,40.905957,-82.17853,1.6005718361822978,6009,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,5980,34005200000000.0,40.961277,-82.217477,5.917649090290465,5980,0.0,5–10
7521,34005200000000.0,40.88728253,-82.16039625,5666,34005200000000.0,40.902036,-82.185958,1.6797451820942613,5666,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,5306,34005200000000.0,40.901615,-82.187614,1.7324906558328217,5306,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,7885,34005200000000.0,40.911482,-82.178236,1.914096453089813,7885,-38.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,9303,34005600000000.0,40.948707,-82.216611,5.16008106835605,9303,17.0,5–10
7521,34005200000000.0,40.88728253,-82.16039625,5570,34005200000000.0,40.912616,-82.148444,1.8583622990196196,5570,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,7854,34005200000000.0,40.912293,-82.17389,1.8662440842027983,7854,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,6935,34005200000000.0,40.901593,-82.149516,1.1404357359603514,6935,6.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,5749,34005200000000.0,40.911462,-82.172309,1.7827422594669244,5749,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,237481,34169600000000.0,40.90692,-82.112443,2.8483959954466846,237481,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,6845,34005200000000.0,40.901175,-82.150223,1.097137724614955,6845,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,9316,34005600000000.0,40.903986,-82.163034,1.1623045523948983,9316,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,5753,34005200000000.0,40.916267,-82.171699,2.087833567722924,5753,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,9352,34005600000000.0,40.906186,-82.165356,1.331557034248485,9352,0.0,1–3
